customer_id,customer_name,email,phone,city,signup_date,plan_type,monthly_charges,total_revenue,payment_status,last_payment_date,churn_status,data_usage_gb,call_minutes,complaints_count,region,sales_agent
6763,Amit,NULL,7306102682,Delhi,03-04-2024,Standard,559,NULL,UNKNOWN,NULL,YES,NULL,774,7,North,Agent B
7441,Neha,NULL,7775475846,Lucknow,28-09-2021,Premium,575,1932,PAID,NULL,YES,38,862,7,North,Agent C
2295,Priya,NULL,7405094031,Lucknow,22-06-2023,Premium,310,NULL,UNKNOWN,NULL,YES,44,718,7,East,Agent C
6892,Amit,NULL,8335091173,Mumbai,26-06-2021,Premium,383,47727,FAILED,NULL,YES,23,152,9,South,Agent D
7277,Neha,Invalid,9361911902,Lucknow,31-10-2022,Premium,830,NULL,UNKNOWN,NULL,NO,41,451,4,South,Agent B
2879,Ankit,Invalid,8053339822,Lucknow,21-02-2022,Premium,NULL,9488,UNKNOWN,19-12-2024,NO,34,615,3,West,Agent D
4472,Rahul,NULL,7453791510,Lucknow,04-04-2024,Standard,380,NULL,PAID,NULL,YES,31,981,4,East,Agent D
22-Mar,Yash,Invalid,7668252293,Lucknow,06-09-2020,Premium,NULL,14029,UNKNOWN,12-09-2020,NO,NULL,444,1,South,Agent C
27-Aug,Yash,NULL,9575552630,Mumbai,06-02-2021,Basic,NULL,NULL,PAID,13-10-2024,YES,NULL,731,1,South,Agent B
7565,Neha,Invalid,7623965924,Lucknow,30-01-2020,Basic,NULL,NULL,FAILED,NULL,YES,NULL,176,9,North,Agent C
7767,Ankit,NULL,8978274599,Delhi,03-12-2021,Premium,999,NULL,PAID,03-04-2021,NO,NULL,119,6,East,Agent B
5403,Sneha,NULL,9637512219,Mumbai,17-08-2021,Basic,358,NULL,PAID,12-01-2024,NO,NULL,205,8,West,Agent B
319,Rohit,NULL,7369674838,Lucknow,06-12-2023,Premium,411,NULL,UNKNOWN,25-09-2024,NO,NULL,985,1,East,Agent D
3506,Yash,NULL,9563945796,Mumbai,10-07-2021,Basic,NULL,NULL,FAILED,09-11-2021,YES,NULL,313,0,West,Agent C
808,Neha,NULL,7818775153,Delhi,09-05-2021,Premium,NULL,22586,PAID,14-12-2022,NO,48,413,8,South,Agent D
4758,Rohit,NULL,8956298947,Delhi,02-03-2021,Basic,NULL,9398,UNKNOWN,04-07-2022,YES,33,276,7,West,Agent D
3553,Rahul,NULL,9313162703,Mumbai,23-12-2021,Basic,NULL,NULL,PAID,NULL,NO,NULL,342,0,North,Agent B
4649,Rohit,Invalid,7384708458,Lucknow,22-03-2020,Standard,949,NULL,PAID,30-12-2022,YES,NULL,761,10,North,Agent D
2534,Amit,NULL,7423462292,Lucknow,23-12-2023,Premium,554,NULL,FAILED,22-02-2024,YES,28,428,6,North,Agent A
6313,Amit,NULL,9735420633,Lucknow,21-05-2023,Basic,NULL,31891,PAID,NULL,NO,NULL,182,7,North,Agent D
3574,Sneha,NULL,9338174293,Lucknow,03-02-2020,Standard,322,25956,PAID,04-07-2021,YES,NULL,832,9,South,Agent A
Nov-50,Ankit,NULL,9136103369,Mumbai,10-12-2020,Basic,703,36809,FAILED,03-01-2023,NO,35,676,8,West,Agent D
3607,Rahul,Invalid,8082918254,Delhi,04-11-2020,Standard,485,4353,PAID,07-02-2021,NO,33,357,0,North,Agent D
3813,Yash,NULL,9430565056,Mumbai,18-05-2020,Basic,750,10892,PAID,26-08-2023,NO,NULL,711,2,West,Agent D
2356,Amit,NULL,8661449641,Lucknow,09-05-2020,Standard,217,15989,FAILED,01-04-2023,NO,NULL,312,2,North,Agent A
823,Sneha,NULL,8653531708,Delhi,07-04-2020,Premium,917,23575,PAID,NULL,YES,NULL,461,2,North,Agent A
5493,Rahul,Invalid,9265692612,Mumbai,07-12-2022,Basic,NULL,21382,PAID,01-10-2021,NO,24,622,1,East,Agent B
7155,Rahul,NULL,7253495231,Lucknow,07-11-2024,Basic,NULL,29058,UNKNOWN,10-02-2021,NO,23,177,6,East,Agent D
1852,Rohit,NULL,7301300049,Lucknow,17-11-2024,Premium,NULL,NULL,FAILED,NULL,YES,NULL,329,9,East,Agent B
5220,Sneha,NULL,9944137447,Lucknow,05-11-2022,Premium,NULL,18800,UNKNOWN,26-06-2022,YES,39,445,4,West,Agent D
5925,Rahul,NULL,7722868410,Lucknow,06-07-2023,Standard,871,47248,FAILED,17-12-2024,NO,26,433,6,South,Agent D
5915,Priya,NULL,9540060919,Lucknow,20-12-2024,Basic,NULL,NULL,FAILED,26-03-2022,NO,NULL,958,3,North,Agent B
1938,Yash,Invalid,8954670905,Mumbai,08-02-2024,Basic,307,47853,FAILED,27-01-2022,NO,NULL,320,8,West,Agent D
3924,Priya,NULL,9616574245,Mumbai,20-11-2020,Basic,227,11117,PAID,24-05-2020,NO,NULL,666,6,South,Agent A
7822,Rohit,NULL,7817275905,Mumbai,10-04-2021,Basic,NULL,NULL,FAILED,NULL,YES,NULL,139,7,West,Agent D
2386,Priya,NULL,7349422265,Lucknow,10-07-2021,Basic,NULL,NULL,UNKNOWN,NULL,YES,14,260,6,East,Agent A
3747,Rahul,NULL,7612753681,Lucknow,20-04-2024,Premium,NULL,1507,UNKNOWN,NULL,NO,NULL,270,5,South,Agent C
303,Yash,Invalid,8497994454,Delhi,29-07-2023,Basic,758,NULL,UNKNOWN,NULL,NO,40,89,10,West,Agent C
5981,Ankit,NULL,8235652320,Lucknow,17-05-2021,Premium,NULL,NULL,FAILED,18-02-2020,NO,25,216,9,North,Agent D
12-Jul,Rahul,NULL,9068989489,Mumbai,03-07-2022,Basic,557,NULL,PAID,18-01-2021,NO,5,407,0,South,Agent B
4194,Neha,NULL,9699002783,Mumbai,11-11-2023,Basic,NULL,32472,UNKNOWN,NULL,NO,NULL,928,4,East,Agent C
96,Amit,NULL,9500782174,Delhi,19-04-2022,Basic,500,11778,PAID,NULL,NO,48,325,9,East,Agent B
5883,Sneha,NULL,7547665475,Lucknow,10-02-2021,Basic,NULL,47139,FAILED,22-02-2024,NO,39,739,5,North,Agent C
4545,Neha,NULL,7156419469,Mumbai,23-05-2021,Basic,676,6192,UNKNOWN,22-04-2024,YES,21,392,6,North,Agent B
1995,Ankit,Invalid,9612222230,Lucknow,13-07-2023,Standard,566,NULL,PAID,NULL,YES,45,859,1,East,Agent A
4696,Rohit,NULL,7549958865,Lucknow,09-03-2022,Standard,669,13991,UNKNOWN,20-10-2022,YES,30,860,5,North,Agent A
12-Apr,Priya,Invalid,8759221611,Mumbai,01-08-2020,Standard,310,NULL,UNKNOWN,NULL,YES,49,722,5,West,Agent C
6415,Rohit,NULL,8876784484,Delhi,06-03-2023,Basic,535,NULL,PAID,16-01-2024,YES,49,233,9,West,Agent C
5186,Rahul,Invalid,7889925448,Lucknow,24-02-2022,Basic,713,NULL,PAID,11-07-2021,YES,34,249,10,West,Agent A
6138,Sneha,NULL,9458319809,Lucknow,24-08-2022,Basic,946,19100,PAID,25-11-2022,YES,NULL,256,9,South,Agent B
2777,Priya,Invalid,7459516773,Lucknow,02-04-2022,Premium,NULL,NULL,FAILED,NULL,NO,NULL,487,7,West,Agent B
5231,Sneha,Invalid,8021934683,Lucknow,09-09-2021,Basic,572,NULL,UNKNOWN,NULL,NO,NULL,762,0,North,Agent B
289,Rohit,NULL,7134864395,Mumbai,21-05-2020,Basic,NULL,33813,PAID,09-02-2024,YES,16,286,1,South,Agent B
2525,Sneha,NULL,7214602567,Delhi,08-06-2021,Premium,NULL,34511,PAID,NULL,NO,NULL,72,10,South,Agent B
3353,Yash,NULL,7062913989,Lucknow,01-08-2023,Basic,665,18648,PAID,NULL,NO,41,780,4,South,Agent B
1792,Rahul,NULL,7952281953,Lucknow,04-07-2022,Standard,NULL,13077,UNKNOWN,12-07-2021,YES,NULL,350,2,West,Agent A
7367,Sneha,NULL,8080150995,Delhi,22-04-2021,Basic,NULL,19949,UNKNOWN,NULL,NO,NULL,251,7,East,Agent C
3561,Rahul,NULL,7436763263,Lucknow,30-06-2021,Premium,651,NULL,PAID,16-07-2023,YES,22,91,10,West,Agent D
5418,Sneha,NULL,9316739985,Lucknow,21-06-2024,Premium,582,NULL,UNKNOWN,NULL,YES,NULL,768,7,South,Agent B
2447,Ankit,NULL,8266721437,Lucknow,27-01-2024,Basic,761,NULL,PAID,19-01-2021,NO,NULL,347,6,North,Agent C
3897,Ankit,NULL,9646315234,Delhi,17-05-2023,Premium,246,28726,PAID,22-10-2022,NO,NULL,94,6,West,Agent D
3302,Yash,NULL,9628642817,Delhi,14-07-2020,Standard,NULL,NULL,FAILED,06-08-2021,YES,37,285,3,West,Agent A
6642,Rohit,NULL,7761603956,Mumbai,14-10-2020,Basic,315,34468,UNKNOWN,NULL,NO,NULL,660,6,North,Agent B
6622,Yash,NULL,8210531844,Lucknow,27-10-2022,Basic,NULL,NULL,UNKNOWN,24-10-2023,NO,NULL,458,2,South,Agent D
1100,Rahul,NULL,8572389381,Lucknow,21-05-2024,Standard,616,NULL,FAILED,03-03-2024,NO,11,573,7,East,Agent B
Nov-50,Sneha,NULL,9709138827,Delhi,22-06-2023,Basic,NULL,9107,PAID,NULL,NO,NULL,170,7,West,Agent D
4843,Yash,Invalid,9371433957,Lucknow,02-06-2021,Basic,620,NULL,FAILED,NULL,NO,NULL,413,0,East,Agent B
4316,Rohit,Invalid,7795671323,Delhi,08-07-2023,Premium,NULL,NULL,FAILED,NULL,NO,48,728,8,West,Agent B
3369,Yash,NULL,7106523341,Delhi,08-02-2022,Standard,NULL,46308,PAID,NULL,NO,NULL,687,3,East,Agent B
5435,Neha,Invalid,9479732262,Lucknow,06-03-2024,Premium,716,48946,PAID,01-11-2022,NO,36,803,7,North,Agent C
3301,Ankit,NULL,7004446826,Delhi,04-10-2021,Basic,NULL,NULL,UNKNOWN,NULL,NO,32,119,1,South,Agent B
7013,Rahul,NULL,9004430577,Delhi,18-12-2021,Basic,NULL,17552,UNKNOWN,NULL,NO,NULL,338,1,East,Agent B
4558,Ankit,NULL,7510047049,Delhi,04-01-2023,Standard,965,NULL,PAID,23-09-2023,YES,NULL,532,3,North,Agent A
493,Sneha,Invalid,7377761174,Lucknow,08-11-2023,Standard,510,NULL,PAID,28-05-2023,YES,NULL,316,4,West,Agent C
3900,Neha,NULL,8244868947,Delhi,09-10-2020,Premium,743,15944,FAILED,NULL,NO,NULL,668,4,West,Agent B
1329,Rohit,NULL,7180063224,Lucknow,11-02-2020,Premium,992,27970,PAID,NULL,YES,25,374,7,East,Agent B
5205,Rahul,NULL,7323438058,Lucknow,12-12-2024,Basic,336,29112,UNKNOWN,NULL,YES,23,565,6,East,Agent C
4834,Sneha,Invalid,8507993302,Lucknow,19-08-2021,Basic,NULL,7551,PAID,03-06-2020,NO,NULL,59,2,South,Agent B
6456,Ankit,NULL,7289366352,Mumbai,23-09-2023,Basic,963,28501,FAILED,31-08-2022,NO,19,200,7,East,Agent C
2117,Rahul,NULL,9214833525,Mumbai,08-08-2024,Standard,NULL,48743,UNKNOWN,NULL,NO,34,542,10,South,Agent C
4025,Sneha,NULL,7616650641,Mumbai,16-03-2021,Standard,570,NULL,FAILED,11-09-2021,NO,27,954,0,East,Agent B
29-Jan,Ankit,NULL,9756117989,Delhi,06-08-2020,Basic,NULL,3940,PAID,NULL,NO,NULL,200,10,West,Agent B
6011,Rahul,NULL,9961270915,Delhi,01-09-2022,Standard,NULL,16239,UNKNOWN,29-11-2021,YES,NULL,707,2,East,Agent B
5204,Rahul,NULL,8055829097,Delhi,02-11-2020,Standard,490,NULL,FAILED,NULL,NO,18,780,1,North,Agent A
1857,Sneha,NULL,7525659494,Lucknow,12-03-2023,Standard,997,21216,PAID,NULL,YES,26,495,3,East,Agent A
7178,Rohit,NULL,8668240375,Lucknow,03-08-2023,Basic,NULL,NULL,UNKNOWN,NULL,NO,NULL,77,6,North,Agent A
7495,Yash,NULL,7249535478,Delhi,26-03-2023,Premium,363,NULL,PAID,21-11-2021,YES,23,192,10,West,Agent B
3042,Amit,NULL,7912231516,Mumbai,13-04-2021,Basic,278,NULL,FAILED,06-06-2024,YES,38,710,2,North,Agent A
5944,Neha,NULL,7637713627,Lucknow,11-02-2023,Basic,821,NULL,UNKNOWN,NULL,YES,48,383,7,West,Agent C
32,Rohit,Invalid,9669509812,Delhi,11-04-2023,Standard,409,NULL,FAILED,08-03-2023,YES,42,377,9,North,Agent D
5595,Neha,NULL,9056463253,Delhi,24-03-2022,Premium,NULL,NULL,PAID,04-02-2021,YES,25,462,4,East,Agent C
801,Ankit,NULL,9314345543,Mumbai,12-08-2022,Premium,848,NULL,FAILED,NULL,YES,NULL,534,9,West,Agent B
Nov-97,Ankit,NULL,8147956315,Mumbai,01-12-2024,Basic,326,36668,PAID,20-04-2021,YES,NULL,708,8,North,Agent C
1317,Ankit,NULL,9551565594,Lucknow,04-09-2024,Premium,NULL,3280,FAILED,NULL,YES,NULL,329,0,South,Agent C
7390,Yash,NULL,9002351312,Delhi,15-05-2022,Basic,978,NULL,UNKNOWN,NULL,YES,NULL,733,0,West,Agent C
20-Sep,Sneha,Invalid,7316785528,Delhi,19-12-2021,Basic,NULL,26353,PAID,NULL,NO,31,485,10,West,Agent A
7146,Rahul,NULL,9996737728,Lucknow,04-06-2021,Standard,204,34108,PAID,NULL,NO,NULL,994,9,South,Agent B
2530,Priya,NULL,9770330728,Delhi,19-12-2022,Premium,625,33738,PAID,27-01-2021,YES,NULL,447,7,South,Agent D
436,Priya,NULL,7143807328,Lucknow,28-08-2024,Standard,791,NULL,PAID,NULL,NO,NULL,110,3,South,Agent D
4444,Priya,NULL,7176235345,Delhi,17-05-2020,Basic,388,30238,PAID,NULL,YES,NULL,278,1,East,Agent B
4363,Priya,Invalid,8776994707,Lucknow,04-02-2021,Basic,571,NULL,PAID,NULL,YES,27,873,2,East,Agent D
11-Mar,Rahul,NULL,8073815583,Lucknow,23-03-2020,Basic,NULL,25398,FAILED,NULL,NO,NULL,295,6,South,Agent B
5408,Rahul,NULL,8260653902,Delhi,11-07-2020,Standard,NULL,NULL,UNKNOWN,05-09-2022,YES,10,674,0,West,Agent D
197,Rahul,Invalid,8000231177,Lucknow,23-06-2020,Basic,579,18085,UNKNOWN,14-05-2022,NO,5,87,9,North,Agent A
3800,Neha,NULL,9365983141,Lucknow,15-04-2021,Basic,NULL,34322,PAID,06-12-2020,YES,NULL,994,10,North,Agent D
7979,Neha,NULL,9097237762,Delhi,16-11-2024,Premium,572,16149,PAID,NULL,NO,26,853,6,South,Agent B
3552,Rohit,Invalid,9094030253,Delhi,11-11-2024,Standard,742,14340,FAILED,NULL,NO,NULL,201,9,West,Agent B
2521,Sneha,Invalid,8310794000,Lucknow,12-08-2024,Standard,NULL,NULL,PAID,NULL,YES,32,205,5,East,Agent C
633,Sneha,Invalid,9045186286,Lucknow,28-07-2023,Premium,574,10804,PAID,NULL,YES,2,885,8,North,Agent A
4462,Amit,NULL,9180863017,Lucknow,03-10-2021,Basic,NULL,NULL,PAID,NULL,YES,17,135,3,East,Agent B
1964,Rahul,Invalid,9256386855,Lucknow,29-06-2021,Standard,NULL,38695,UNKNOWN,16-05-2021,YES,NULL,187,6,West,Agent B
6775,Sneha,Invalid,8728999896,Lucknow,05-02-2023,Premium,NULL,NULL,FAILED,29-12-2024,NO,12,846,5,West,Agent A
5031,Sneha,NULL,7996643115,Lucknow,18-11-2024,Premium,NULL,NULL,UNKNOWN,NULL,YES,40,459,2,North,Agent C
7347,Rahul,NULL,8680492471,Lucknow,07-03-2024,Premium,NULL,12351,PAID,NULL,YES,17,996,4,North,Agent C
5044,Yash,NULL,8904072674,Mumbai,30-11-2022,Basic,NULL,43078,UNKNOWN,NULL,NO,30,361,10,North,Agent A
4502,Priya,Invalid,7555478358,Lucknow,09-05-2022,Standard,NULL,NULL,PAID,10-03-2021,NO,40,897,4,East,Agent B
5730,Yash,Invalid,8569787329,Mumbai,06-06-2020,Premium,NULL,18216,FAILED,02-05-2021,NO,NULL,622,1,North,Agent B
136,Amit,NULL,9718707692,Mumbai,05-01-2022,Premium,219,22428,PAID,04-09-2024,NO,13,668,8,West,Agent B
4770,Neha,NULL,9034738412,Delhi,29-09-2023,Standard,NULL,48616,PAID,09-11-2023,YES,NULL,407,10,South,Agent B
1334,Rohit,NULL,7878629649,Mumbai,31-08-2022,Basic,775,44995,UNKNOWN,12-09-2022,NO,NULL,798,2,North,Agent B
633,Sneha,NULL,7885333896,Mumbai,20-11-2020,Premium,527,10526,PAID,NULL,YES,50,863,6,West,Agent B
440,Rahul,Invalid,7217254524,Lucknow,20-02-2023,Basic,NULL,NULL,PAID,NULL,YES,NULL,52,9,North,Agent A
3265,Yash,NULL,7280240082,Lucknow,20-11-2023,Basic,214,44099,PAID,25-06-2020,YES,NULL,606,2,North,Agent C
5862,Priya,NULL,7684485329,Mumbai,30-05-2021,Premium,NULL,NULL,FAILED,NULL,YES,NULL,744,1,East,Agent B
4833,Rohit,NULL,7473251378,Lucknow,13-01-2024,Premium,NULL,32794,FAILED,02-03-2023,YES,32,105,6,South,Agent B
6032,Yash,NULL,8027019276,Lucknow,08-07-2023,Premium,342,NULL,FAILED,NULL,NO,NULL,967,3,North,Agent A
4319,Sneha,Invalid,8200851655,Mumbai,20-12-2022,Standard,NULL,NULL,PAID,NULL,NO,NULL,538,0,East,Agent D
3595,Ankit,NULL,7373666998,Lucknow,30-12-2022,Standard,482,26990,PAID,NULL,YES,NULL,78,3,South,Agent B
5493,Neha,Invalid,8585152634,Delhi,14-10-2021,Standard,405,NULL,PAID,05-03-2022,NO,NULL,772,1,East,Agent D
6863,Amit,NULL,9887956213,Mumbai,14-05-2023,Basic,NULL,26240,PAID,NULL,YES,10,205,6,North,Agent A
4488,Yash,NULL,7990436545,Mumbai,12-05-2023,Basic,NULL,39789,PAID,29-09-2023,NO,NULL,291,3,North,Agent B
4082,Priya,Invalid,9657344590,Delhi,13-06-2022,Standard,713,NULL,FAILED,22-01-2021,NO,NULL,143,6,North,Agent B
Nov-59,Ankit,Invalid,7765251939,Delhi,15-06-2023,Standard,911,48420,PAID,27-03-2024,NO,NULL,458,7,South,Agent C
5657,Yash,NULL,7730008851,Lucknow,15-11-2024,Premium,338,NULL,PAID,NULL,NO,14,682,0,West,Agent D
2277,Yash,Invalid,9422746318,Delhi,06-01-2023,Premium,NULL,NULL,PAID,NULL,NO,9,224,9,East,Agent C
1882,Amit,Invalid,7589595989,Delhi,22-11-2024,Standard,NULL,NULL,PAID,21-04-2022,YES,49,389,2,South,Agent B
3024,Sneha,NULL,9599634945,Lucknow,03-11-2023,Premium,NULL,NULL,FAILED,21-04-2023,NO,NULL,148,10,West,Agent C
5922,Rahul,NULL,7517386913,Mumbai,01-02-2021,Standard,845,NULL,PAID,NULL,NO,NULL,153,4,East,Agent C
6758,Rohit,NULL,7175202131,Lucknow,15-02-2021,Standard,315,NULL,PAID,NULL,YES,NULL,161,5,North,Agent B
3969,Priya,NULL,9067337430,Mumbai,26-03-2022,Basic,385,14437,FAILED,NULL,NO,38,738,0,North,Agent A
2234,Ankit,NULL,8944005256,Mumbai,17-02-2020,Basic,486,NULL,PAID,26-06-2022,NO,37,982,10,North,Agent A
4577,Rahul,NULL,8024892011,Mumbai,12-05-2020,Premium,NULL,NULL,PAID,NULL,NO,26,134,9,West,Agent C
Nov-71,Amit,Invalid,8412619624,Delhi,22-08-2020,Basic,NULL,NULL,PAID,05-05-2020,YES,46,348,3,West,Agent C
5299,Neha,NULL,8123166777,Lucknow,08-01-2024,Standard,NULL,NULL,PAID,11-12-2024,NO,NULL,912,10,South,Agent D
3748,Rohit,NULL,7728296367,Mumbai,30-12-2023,Basic,NULL,NULL,UNKNOWN,19-08-2022,NO,NULL,315,5,West,Agent B
1898,Ankit,NULL,9752520671,Lucknow,05-08-2024,Standard,NULL,NULL,FAILED,NULL,YES,28,898,6,West,Agent A
398,Sneha,NULL,9431113371,Mumbai,29-09-2023,Standard,NULL,9721,UNKNOWN,08-09-2022,NO,44,541,2,South,Agent B
1825,Yash,NULL,7513028863,Mumbai,17-09-2024,Premium,911,NULL,UNKNOWN,NULL,YES,NULL,613,9,South,Agent D
3684,Priya,NULL,9613990729,Lucknow,19-11-2024,Premium,209,NULL,FAILED,NULL,YES,29,367,8,North,Agent B
924,Amit,Invalid,7613533074,Lucknow,01-04-2023,Premium,NULL,NULL,PAID,03-10-2023,YES,33,749,3,North,Agent B
5061,Sneha,NULL,9553866696,Mumbai,24-05-2023,Basic,NULL,21230,PAID,02-06-2020,YES,2,201,4,East,Agent C
4919,Ankit,Invalid,8882322253,Lucknow,20-08-2023,Basic,724,NULL,PAID,16-09-2021,YES,NULL,68,2,East,Agent A
2819,Rahul,NULL,7496770565,Delhi,11-01-2023,Premium,NULL,18534,PAID,28-03-2024,YES,5,729,6,North,Agent B
6975,Rahul,Invalid,8953752909,Delhi,13-10-2021,Standard,316,NULL,FAILED,19-09-2021,YES,NULL,619,2,North,Agent D
486,Sneha,Invalid,9882342043,Lucknow,27-06-2023,Premium,892,28990,UNKNOWN,03-12-2021,NO,NULL,557,0,North,Agent C
2,Sneha,NULL,7278975157,Lucknow,18-08-2021,Basic,NULL,2888,FAILED,23-10-2022,YES,NULL,105,6,South,Agent D
4329,Yash,NULL,8064074849,Mumbai,10-12-2023,Standard,NULL,44216,FAILED,26-09-2024,YES,NULL,602,1,East,Agent B
6475,Amit,NULL,9488449886,Delhi,04-12-2023,Premium,610,NULL,UNKNOWN,11-09-2020,NO,13,178,4,South,Agent C
1371,Rahul,NULL,7188141894,Lucknow,19-06-2020,Premium,NULL,NULL,PAID,22-08-2022,NO,NULL,653,7,North,Agent B
1416,Rohit,NULL,7041221772,Lucknow,22-04-2021,Premium,NULL,NULL,FAILED,11-04-2021,NO,21,127,7,South,Agent B
3033,Ankit,NULL,9779503499,Lucknow,29-03-2022,Basic,NULL,14088,UNKNOWN,15-01-2023,NO,39,467,4,South,Agent B
7837,Sneha,Invalid,7463919149,Mumbai,13-09-2023,Basic,NULL,NULL,UNKNOWN,16-03-2020,YES,50,777,2,North,Agent C
3447,Neha,Invalid,7881683453,Lucknow,08-09-2021,Basic,NULL,48171,UNKNOWN,18-10-2021,YES,NULL,535,3,East,Agent B
2341,Ankit,NULL,8979168769,Lucknow,21-11-2022,Standard,540,48120,UNKNOWN,21-11-2022,YES,NULL,244,2,North,Agent C
1482,Rohit,Invalid,8892747091,Lucknow,27-10-2023,Standard,217,NULL,UNKNOWN,NULL,YES,11,374,5,West,Agent B
5348,Rahul,NULL,8491680268,Delhi,08-06-2022,Basic,783,NULL,FAILED,NULL,NO,NULL,434,2,West,Agent C
7291,Rahul,NULL,8225187379,Lucknow,27-07-2020,Basic,870,NULL,PAID,NULL,YES,12,146,8,West,Agent A
1489,Yash,Invalid,8926606159,Mumbai,12-09-2021,Basic,NULL,NULL,PAID,NULL,YES,32,340,2,West,Agent D
Nov-34,Rahul,NULL,8059906351,Delhi,20-11-2021,Premium,NULL,NULL,PAID,23-07-2021,YES,1,89,8,South,Agent D
2377,Amit,NULL,9300773567,Mumbai,19-06-2022,Basic,NULL,NULL,UNKNOWN,11-10-2022,NO,30,542,7,West,Agent B
